"Edad","Fuerza","Velocidad","Lesiones","Vision","Resistencia","Agilidad","CapacidadDecision","prediction(DeportePrimario)"
17.8,4,1,1,2,5,27,0,"Futbol"
13.4,3,2,0,0,1,49,4,"Futbol"
18.5,4,1,0,0,3,23,12,"Futbol"
18.8,2,1,1,3,5,28,87,"Basketball"
14.2,4,1,1,2,3,30,28,"Basketball"
15.9,4,1,1,3,3,43,20,"Futbol"
17.2,4,1,1,1,5,31,29,"Basketball"
18.9,4,6,0,0,3,28,18,"Basketball"
15.5,3,4,0,1,5,32,5,"Futbol"
18.9,3,1,1,2,3,54,4,"Futbol"
13.4,3,6,1,1,3,44,30,"Futbol"
15.5,1,1,1,0,5,27,54,"Basketball"
13.7,5,1,1,0,3,42,54,"Basketball"
14.5,3,3,1,2,3,33,4,"Futbol"
17.9,6,1,1,0,3,50,48,"Basketball"
16.9,6,3,1,0,3,42,30,"Basketball"
16.9,5,2,1,2,3,29,22,"Basketball"
16.4,4,2,1,0,3,29,21,"Basketball"
16.7,4,1,1,0,5,42,19,"Futbol"
18.3,4,1,0,1,5,26,29,"Basketball"
15.9,3,2,1,3,5,20,34,"Basketball"
15.4,4,0,1,2,5,27,95,"Basketball"
15.2,6,0,0,3,5,20,55,"Basketball"
18.1,4,1,1,1,1,34,4,"Futbol"
13.3,4,2,1,3,5,22,4,"Futbol"
15.8,4,1,0,2,5,23,23,"Basketball"
17.0,3,1,1,2,1,32,2,"Futbol"
13.5,1,1,1,3,5,16,48,"Basketball"
18.2,1,1,0,1,5,18,40,"Basketball"
16.8,3,2,1,2,3,27,31,"Basketball"
14.9,3,1,0,3,5,19,20,"Basketball"
18.1,4,1,1,2,3,41,19,"Futbol"
18.9,3,1,1,3,5,21,11,"Basketball"
13.1,5,1,1,2,0,43,63,"Basketball"
15.3,4,2,1,0,3,28,0,"Futbol"
14.1,3,1,0,2,5,24,4,"Futbol"
16.3,3,1,0,0,5,33,8,"Futbol"
14.9,4,1,1,0,5,23,2,"Futbol"
14.9,2,1,1,2,4,45,29,"Basketball"
14.1,5,2,1,3,3,32,40,"Basketball"
17.5,5,1,1,2,1,46,40,"Basketball"
17.6,4,1,1,2,5,22,29,"Basketball"
16.2,3,1,1,0,5,26,20,"Basketball"
14.5,3,1,1,0,3,46,4,"Futbol"
13.6,4,1,1,0,3,23,20,"Basketball"
14.9,4,2,0,1,5,26,5,"Futbol"
15.5,3,2,1,0,5,21,8,"Futbol"
13.0,6,1,1,3,3,61,5,"Futbol"
17.0,3,1,1,0,5,23,20,"Basketball"
17.0,4,2,0,0,3,36,40,"Basketball"
14.8,4,2,1,0,3,32,18,"Futbol"
17.3,7,6,1,0,5,24,30,"Basketball"
17.8,4,2,1,3,5,22,56,"Basketball"
16.3,5,1,1,1,3,51,52,"Basketball"
16.5,4,1,1,2,5,45,8,"Futbol"
14.1,2,5,1,2,3,32,55,"Basketball"
13.5,4,2,1,3,5,26,29,"Basketball"
15.1,4,2,0,0,5,43,43,"Basketball"
15.6,6,1,1,3,3,56,6,"Futbol"
16.8,1,6,0,3,5,22,89,"Basketball"
17.8,4,4,1,1,3,36,0,"Futbol"
15.2,4,3,0,0,5,27,25,"Basketball"
16.6,3,2,1,3,5,20,51,"Basketball"
14.6,3,1,0,0,3,35,48,"Basketball"
13.8,3,1,1,0,1,66,91,"Basketball"
16.3,1,1,0,1,3,42,35,"Basketball"
14.9,7,1,0,2,1,50,45,"Basketball"
17.3,4,1,1,0,5,30,19,"Basketball"
15.6,5,3,1,1,3,35,29,"Basketball"
18.6,5,6,1,2,3,46,35,"Basketball"
13.6,4,6,1,0,3,30,7,"Futbol"
16.0,3,1,0,1,3,39,10,"Futbol"
13.7,5,1,1,0,3,29,4,"Futbol"
16.2,2,1,1,2,3,55,48,"Basketball"
17.6,3,1,1,1,1,42,8,"Futbol"
18.4,3,1,1,3,3,26,48,"Basketball"
17.5,5,1,0,2,5,27,4,"Futbol"
18.1,1,1,0,2,3,35,30,"Basketball"
17.1,4,6,0,3,5,20,23,"Basketball"
17.1,4,5,1,0,3,33,7,"Futbol"
17.3,3,1,0,1,3,51,51,"Basketball"
13.8,3,1,0,1,3,39,5,"Futbol"
19.0,3,1,0,3,5,18,28,"Basketball"
13.7,3,2,1,3,5,20,36,"Basketball"
18.3,5,1,1,3,5,28,97,"Basketball"
17.2,3,5,1,3,5,25,48,"Basketball"
18.2,1,1,1,1,3,62,4,"Futbol"
13.7,3,2,0,3,5,19,29,"Basketball"
13.6,4,2,1,2,3,32,29,"Basketball"
14.3,3,1,1,0,5,52,43,"Basketball"
15.9,7,6,0,2,0,56,4,"Futbol"
17.6,5,1,1,2,3,41,59,"Basketball"
18.6,3,1,1,0,4,47,23,"Futbol"
17.9,4,2,0,2,3,24,11,"Futbol"
14.7,1,0,1,3,5,20,29,"Basketball"
16.5,4,1,1,2,3,42,4,"Futbol"
13.0,5,1,1,1,3,50,37,"Basketball"
14.2,3,2,0,3,5,28,40,"Basketball"
16.5,4,2,1,0,5,28,55,"Basketball"
16.4,7,5,0,2,1,26,6,"Futbol"
13.6,4,1,0,3,3,52,7,"Futbol"
16.7,3,1,0,1,3,52,7,"Futbol"
18.8,4,1,0,0,1,50,4,"Futbol"
14.3,5,1,1,1,3,65,7,"Futbol"
16.0,3,2,1,3,5,26,55,"Basketball"
17.7,4,2,0,0,3,38,43,"Basketball"
13.6,4,2,1,0,3,43,35,"Basketball"
13.5,3,5,1,3,5,22,72,"Basketball"
14.8,3,2,0,0,3,36,4,"Futbol"
18.6,3,2,1,1,5,23,39,"Basketball"
14.0,2,1,1,2,3,72,103,"Basketball"
14.1,3,3,1,2,5,24,13,"Futbol"
18.0,2,2,1,3,3,50,30,"Futbol"
18.9,5,1,0,1,6,59,11,"Futbol"
16.4,3,1,1,3,5,23,40,"Basketball"
14.8,4,1,1,0,4,39,40,"Basketball"
17.4,3,1,1,2,1,59,5,"Futbol"
15.4,3,6,1,1,3,78,4,"Futbol"
17.6,3,1,1,0,3,55,11,"Futbol"
15.6,1,5,1,3,5,19,29,"Basketball"
17.5,3,6,0,3,5,18,29,"Basketball"
15.4,3,2,1,3,5,18,8,"Futbol"
17.0,3,1,0,0,3,31,44,"Basketball"
17.2,3,1,1,1,5,41,20,"Futbol"
19.0,4,1,1,0,3,28,4,"Futbol"
16.9,3,2,1,1,5,20,23,"Basketball"
15.1,7,2,1,1,1,36,32,"Basketball"
13.5,0,1,1,3,5,14,29,"Basketball"
14.2,4,1,1,2,5,23,55,"Basketball"
14.1,7,1,0,2,5,40,16,"Futbol"
14.6,4,0,1,0,3,33,50,"Basketball"
18.7,7,1,1,2,3,52,45,"Basketball"
18.5,3,1,1,3,5,20,55,"Basketball"
16.9,4,1,0,0,3,25,50,"Basketball"
17.6,1,1,1,2,1,60,4,"Futbol"
15.9,3,1,1,1,1,41,19,"Futbol"
18.8,1,3,1,0,3,31,54,"Basketball"
16.6,3,3,1,0,5,23,28,"Basketball"
13.2,3,1,1,1,5,19,10,"Futbol"
16.0,3,2,1,0,5,28,4,"Futbol"
14.5,6,1,1,3,5,35,7,"Futbol"
14.8,3,1,0,1,5,47,30,"Basketball"
14.8,3,1,0,3,5,20,66,"Basketball"
15.0,2,1,1,2,3,54,50,"Basketball"
14.4,5,1,0,0,3,24,48,"Basketball"
17.2,7,6,1,2,3,40,48,"Basketball"
13.1,3,1,1,3,1,55,50,"Basketball"
14.7,3,6,1,2,3,50,50,"Basketball"
16.5,5,2,1,0,3,30,19,"Futbol"
13.8,4,2,0,2,5,23,29,"Basketball"
14.7,4,6,1,2,3,46,32,"Basketball"
13.8,5,1,1,2,3,50,56,"Basketball"
18.0,4,2,1,0,3,38,6,"Futbol"
15.6,1,6,0,3,5,18,54,"Basketball"
14.4,4,1,0,1,3,32,29,"Basketball"
18.4,1,1,1,3,5,24,72,"Basketball"
18.3,3,6,1,3,0,21,32,"Basketball"
17.6,3,5,1,0,3,35,37,"Basketball"
18.8,3,2,0,3,5,21,35,"Basketball"
13.3,0,1,1,3,5,19,55,"Basketball"
18.6,6,2,1,0,3,47,32,"Basketball"
15.6,1,0,1,0,5,45,4,"Futbol"
18.7,3,4,0,3,5,20,8,"Futbol"
16.3,5,1,1,3,1,48,28,"Futbol"
17.7,4,1,1,0,5,22,55,"Basketball"
14.6,4,4,0,2,5,44,11,"Futbol"
17.8,3,1,1,2,5,29,29,"Basketball"
13.9,4,4,1,0,5,21,29,"Basketball"
16.7,3,1,1,0,5,28,59,"Basketball"
18.0,3,1,0,3,1,35,45,"Basketball"
14.6,3,1,0,3,5,19,12,"Basketball"
15.8,4,2,1,2,5,65,40,"Futbol"
14.9,5,2,0,3,3,56,8,"Futbol"
13.7,5,1,0,1,3,42,50,"Basketball"
19.0,3,2,1,3,5,19,4,"Futbol"
14.7,1,2,1,3,5,17,29,"Basketball"
16.9,1,1,0,2,3,38,54,"Basketball"
15.7,3,1,1,2,3,56,4,"Futbol"
18.2,4,1,0,2,3,27,48,"Basketball"
16.6,5,2,1,2,3,51,0,"Futbol"
13.3,4,1,0,0,5,24,29,"Basketball"
15.8,3,1,1,1,3,44,45,"Basketball"
16.6,5,1,0,3,1,43,28,"Futbol"
17.2,3,1,1,1,3,72,4,"Futbol"
18.8,3,2,0,3,5,30,4,"Futbol"
13.7,4,2,0,0,5,33,30,"Basketball"
17.2,4,1,1,2,5,51,7,"Futbol"
14.3,4,1,0,2,3,42,103,"Basketball"
17.6,3,1,1,0,3,47,32,"Basketball"
13.3,3,1,1,3,5,19,43,"Basketball"
14.0,4,6,0,2,6,47,14,"Futbol"
15.7,3,1,0,3,5,21,30,"Basketball"
16.0,4,1,0,2,5,50,50,"Basketball"
18.4,4,1,0,2,5,24,20,"Basketball"
17.8,4,1,0,2,5,22,19,"Basketball"
15.6,4,1,1,2,3,49,54,"Basketball"
17.7,4,1,1,0,3,42,43,"Basketball"
18.2,4,1,1,2,4,35,45,"Basketball"
15.7,3,5,1,0,1,39,7,"Futbol"
18.1,3,1,0,2,3,55,7,"Futbol"
18.2,7,2,0,0,5,21,45,"Basketball"
14.4,4,1,1,0,4,35,37,"Basketball"
18.0,4,2,1,3,3,35,54,"Basketball"
17.2,2,3,1,2,3,40,19,"Futbol"
16.2,3,2,1,0,3,36,43,"Basketball"
13.2,3,1,1,1,5,41,16,"Futbol"
14.1,3,2,1,1,3,28,29,"Basketball"
17.2,5,5,1,1,5,41,90,"Basketball"
18.0,4,1,1,2,3,45,63,"Basketball"
17.4,3,5,1,0,5,27,4,"Futbol"
17.8,3,4,1,0,5,37,28,"Basketball"
15.6,4,1,1,0,3,23,2,"Futbol"
17.1,4,1,1,3,3,51,40,"Basketball"
16.4,3,5,1,0,5,20,63,"Basketball"
17.7,1,2,1,1,3,44,4,"Futbol"
17.9,4,1,0,0,3,31,30,"Basketball"
16.5,2,1,1,2,3,80,45,"Futbol"
15.2,3,2,0,2,3,35,54,"Basketball"
16.4,4,2,1,1,3,39,5,"Futbol"
15.1,3,1,0,0,3,54,32,"Futbol"
15.0,5,5,1,2,5,25,29,"Basketball"
18.1,5,1,1,0,5,24,50,"Basketball"
16.3,4,1,1,0,5,27,21,"Basketball"
13.8,4,1,0,3,3,40,55,"Basketball"
13.4,1,0,1,1,3,39,40,"Basketball"
15.9,4,1,1,2,5,21,29,"Basketball"
16.4,3,1,1,0,3,55,6,"Futbol"
16.2,5,5,0,2,5,27,55,"Basketball"
15.6,1,2,1,1,1,37,75,"Basketball"
18.7,1,1,0,3,5,18,13,"Basketball"
16.3,4,1,1,0,3,36,30,"Basketball"
15.4,7,1,0,2,1,39,12,"Futbol"
14.9,5,2,1,3,3,25,20,"Basketball"
14.2,5,1,1,1,3,30,102,"Basketball"
14.9,4,1,0,2,5,24,4,"Futbol"
17.1,4,1,0,2,3,69,3,"Futbol"
16.5,4,1,0,1,1,63,7,"Futbol"
15.7,4,1,0,2,5,38,55,"Basketball"
17.1,3,2,1,3,5,19,18,"Basketball"
18.5,4,1,1,1,5,49,4,"Futbol"
13.5,3,0,1,3,5,19,72,"Basketball"
16.0,3,2,1,2,5,46,7,"Futbol"
15.1,3,1,1,0,5,27,4,"Futbol"
15.6,3,1,0,3,5,20,50,"Basketball"
15.7,5,2,1,1,3,46,11,"Futbol"
14.0,3,1,1,2,3,37,2,"Futbol"
17.0,4,3,1,0,5,26,48,"Basketball"
16.7,3,6,0,1,3,47,9,"Futbol"
18.7,4,2,1,0,5,33,48,"Basketball"
18.6,4,2,1,2,5,25,30,"Basketball"
17.7,5,2,1,2,3,33,14,"Futbol"
16.7,6,3,1,3,3,30,20,"Futbol"
14.6,4,1,0,2,5,32,43,"Basketball"
15.8,4,1,0,2,5,39,29,"Basketball"
15.4,4,2,0,2,5,26,32,"Basketball"
16.5,3,2,0,1,4,30,54,"Basketball"
13.7,3,1,0,3,5,18,12,"Basketball"
13.1,4,2,1,2,3,27,48,"Basketball"
17.7,2,3,1,2,3,35,6,"Futbol"
16.1,3,1,1,2,5,28,25,"Basketball"
16.6,5,0,1,2,5,26,21,"Basketball"
18.1,5,1,1,3,5,26,8,"Futbol"
16.6,1,4,1,3,5,18,11,"Basketball"
17.7,4,1,0,2,5,41,2,"Futbol"
13.7,5,5,1,2,3,44,101,"Basketball"
13.5,4,1,0,0,5,34,40,"Basketball"
16.4,4,1,1,0,5,32,54,"Basketball"
14.0,3,1,0,2,3,53,7,"Futbol"
15.3,3,1,1,2,3,47,59,"Basketball"
17.1,1,6,1,2,5,20,1,"Futbol"
14.5,3,1,0,0,3,38,21,"Futbol"
17.5,5,2,1,0,3,31,55,"Basketball"
17.3,3,1,1,0,3,39,4,"Futbol"
14.9,3,2,1,3,5,18,21,"Basketball"
15.5,3,2,0,3,5,21,45,"Basketball"
14.3,4,4,1,1,5,46,40,"Basketball"
18.1,4,1,0,0,5,21,19,"Basketball"
15.0,4,6,0,2,5,25,48,"Basketball"
15.9,3,1,0,3,3,22,30,"Basketball"
14.4,3,2,0,3,5,21,35,"Basketball"
16.0,4,4,1,2,0,25,28,"Basketball"
17.6,5,1,1,1,3,43,28,"Futbol"
17.1,5,1,0,3,3,39,0,"Futbol"
16.9,3,6,1,0,3,48,50,"Basketball"
18.2,3,3,0,3,5,19,24,"Basketball"
16.5,4,2,1,0,5,24,4,"Futbol"
16.0,3,1,1,0,5,20,8,"Futbol"
15.1,4,5,1,0,3,27,48,"Basketball"
15.7,1,1,1,2,1,38,40,"Basketball"
14.2,4,1,1,2,5,22,29,"Basketball"
13.7,1,2,0,3,5,17,23,"Basketball"
17.4,4,4,0,2,3,23,11,"Futbol"
16.6,4,1,0,3,3,24,7,"Futbol"
17.5,5,3,0,3,3,43,21,"Futbol"
17.4,4,1,0,0,3,55,21,"Futbol"
13.2,3,2,0,3,5,21,11,"Futbol"
13.5,3,1,0,2,3,49,4,"Futbol"
13.7,0,1,1,3,5,16,37,"Basketball"
18.9,4,6,1,3,5,58,39,"Basketball"
16.4,3,2,0,2,5,23,4,"Futbol"
18.2,4,1,1,2,5,33,35,"Basketball"
13.3,5,2,1,2,3,46,18,"Futbol"
14.6,5,1,0,0,3,45,35,"Basketball"
17.4,3,1,0,0,3,38,40,"Basketball"
17.0,3,2,1,0,3,32,19,"Futbol"
13.5,7,1,0,2,4,45,7,"Futbol"
16.9,3,5,0,3,5,20,21,"Basketball"
17.4,6,2,1,3,5,33,55,"Basketball"
18.7,3,1,1,1,3,47,7,"Futbol"
15.8,2,1,0,2,5,35,19,"Futbol"
17.0,5,2,0,2,5,26,29,"Basketball"
15.9,5,2,1,0,3,31,8,"Futbol"
13.2,4,2,1,0,3,38,4,"Futbol"
13.5,3,2,1,3,5,21,35,"Basketball"
14.6,4,1,0,2,3,28,37,"Basketball"
14.1,4,4,0,1,3,32,4,"Futbol"
14.4,3,2,1,2,3,45,29,"Futbol"
14.4,3,1,0,1,3,30,5,"Futbol"
13.5,4,1,0,2,5,41,48,"Basketball"
14.1,4,1,1,1,3,50,29,"Futbol"
13.7,3,2,1,0,5,25,77,"Basketball"
13.7,3,2,1,1,1,47,4,"Futbol"
15.5,7,1,0,0,1,31,4,"Futbol"
14.6,5,1,1,0,3,31,59,"Basketball"
16.8,1,1,1,2,1,57,35,"Futbol"
18.9,5,1,1,0,3,32,12,"Futbol"
16.6,3,1,1,1,3,47,10,"Futbol"
16.6,4,6,1,1,3,57,0,"Futbol"
15.2,4,6,0,2,4,50,40,"Basketball"
14.6,4,1,1,1,3,54,44,"Basketball"
14.0,4,2,1,0,5,25,4,"Futbol"
16.2,7,2,0,2,3,49,21,"Futbol"
17.1,5,2,0,2,1,55,39,"Basketball"
15.7,4,2,1,0,3,29,8,"Futbol"
13.2,4,1,1,0,4,46,7,"Futbol"
14.6,4,2,0,0,1,39,11,"Futbol"
15.5,6,2,1,0,3,49,53,"Basketball"
14.1,3,1,1,1,3,32,30,"Basketball"
13.1,3,1,1,3,3,36,8,"Futbol"
13.1,4,2,1,3,5,23,7,"Futbol"
18.5,1,2,1,3,5,15,29,"Basketball"
14.0,5,1,1,1,1,35,29,"Basketball"
17.6,4,1,0,3,5,23,0,"Futbol"
16.1,4,3,1,0,5,24,70,"Basketball"
15.7,4,2,0,3,5,26,34,"Basketball"
13.3,3,1,0,2,1,50,7,"Futbol"
13.7,4,1,1,0,3,56,25,"Futbol"
14.1,1,6,1,3,5,19,50,"Basketball"
18.1,2,1,1,2,3,36,21,"Futbol"
15.9,5,1,1,1,3,51,7,"Futbol"
17.1,5,2,0,3,3,27,29,"Basketball"
17.2,3,1,1,3,5,29,10,"Futbol"
17.7,4,1,0,3,5,23,29,"Basketball"
13.3,5,3,1,2,5,29,29,"Basketball"
16.1,4,4,1,2,3,35,40,"Basketball"
16.8,4,2,0,0,3,33,29,"Basketball"
13.5,3,1,1,1,3,48,40,"Basketball"
13.1,5,1,0,2,3,50,4,"Futbol"
13.6,4,1,0,3,3,56,7,"Futbol"
13.2,4,2,1,1,5,37,20,"Futbol"
15.4,6,1,1,3,3,53,20,"Futbol"
18.4,5,2,1,2,3,41,8,"Futbol"
14.4,4,1,0,0,3,27,21,"Basketball"
15.9,3,2,0,3,5,22,0,"Futbol"
13.8,2,0,1,2,3,30,56,"Basketball"
18.2,7,1,1,2,3,43,73,"Basketball"
13.5,4,2,1,2,5,51,4,"Futbol"
13.2,1,1,1,1,3,33,45,"Basketball"
13.3,1,1,1,0,5,28,4,"Futbol"
17.3,5,5,0,2,5,30,55,"Basketball"
15.3,6,1,0,3,3,55,35,"Futbol"
17.3,6,0,1,1,3,41,43,"Basketball"
16.6,2,1,0,3,3,45,50,"Basketball"
14.8,4,1,1,2,3,45,50,"Basketball"
17.7,4,1,1,3,5,22,29,"Basketball"
18.3,3,5,0,0,6,56,32,"Futbol"
15.5,1,1,1,0,5,20,56,"Basketball"
15.5,4,3,1,3,5,23,23,"Basketball"
18.9,3,2,0,1,3,61,8,"Futbol"
13.1,6,3,1,1,3,39,55,"Basketball"
16.4,1,1,0,2,3,49,7,"Futbol"
16.4,4,1,1,3,5,24,39,"Basketball"
14.2,4,1,1,2,5,38,23,"Futbol"
14.1,3,6,1,0,5,31,55,"Basketball"
13.8,5,1,1,1,3,27,40,"Basketball"
18.3,4,1,1,0,3,32,30,"Basketball"
17.6,3,1,0,1,6,50,29,"Futbol"
18.4,5,1,1,3,5,51,44,"Basketball"
13.7,3,1,1,3,5,21,35,"Basketball"
15.8,3,6,1,3,5,24,72,"Basketball"
16.8,5,6,0,3,3,51,32,"Futbol"
14.4,5,2,1,2,1,32,40,"Basketball"
13.2,2,2,1,2,1,56,2,"Futbol"
15.8,4,4,0,2,5,23,18,"Basketball"
16.6,3,1,1,2,3,56,4,"Futbol"
14.6,3,2,1,3,5,18,20,"Basketball"
17.1,4,1,1,2,1,56,8,"Futbol"
15.0,7,4,0,2,4,38,28,"Basketball"
13.4,3,2,0,3,5,19,21,"Basketball"
16.8,4,1,1,0,3,62,29,"Futbol"
16.2,4,1,0,0,3,40,43,"Basketball"
13.8,4,1,0,1,5,41,39,"Basketball"
18.3,4,2,1,0,5,24,12,"Futbol"
17.6,1,2,1,3,5,21,54,"Basketball"
15.9,3,6,1,2,5,35,35,"Basketball"
18.4,5,1,1,0,3,42,18,"Futbol"
13.5,5,5,0,0,0,38,7,"Futbol"
13.3,2,1,0,2,0,50,14,"Futbol"
13.2,3,2,1,3,5,19,39,"Basketball"
13.3,3,1,1,0,5,21,4,"Futbol"
17.4,4,1,0,3,6,42,32,"Basketball"
14.9,4,1,1,0,5,24,4,"Futbol"
14.1,3,1,1,3,1,46,40,"Basketball"
17.6,3,0,0,2,3,34,17,"Futbol"
17.9,3,4,1,0,5,21,4,"Futbol"
17.4,5,1,1,1,3,35,4,"Futbol"
15.6,5,1,1,0,3,28,72,"Basketball"
15.0,4,1,1,3,5,24,59,"Basketball"
18.3,7,1,1,2,5,23,29,"Basketball"
17.6,7,2,1,2,3,30,16,"Futbol"
14.7,4,1,1,3,5,39,13,"Futbol"
13.7,4,3,1,3,1,25,8,"Futbol"
14.1,5,5,0,0,5,34,48,"Basketball"
17.8,4,1,1,2,1,62,28,"Futbol"
16.2,4,2,1,1,5,26,4,"Futbol"
17.4,3,6,1,3,5,18,55,"Basketball"
17.7,4,1,1,0,1,32,35,"Basketball"
15.2,5,3,0,3,5,23,12,"Futbol"
13.0,5,2,1,0,3,49,80,"Basketball"
16.6,4,2,0,2,5,39,8,"Futbol"
16.5,1,1,1,2,5,24,5,"Futbol"
15.4,1,3,1,3,5,21,89,"Basketball"
18.8,2,1,1,0,5,24,29,"Basketball"
18.3,3,1,1,1,3,53,40,"Basketball"
15.8,3,6,0,3,1,35,17,"Futbol"
14.1,3,4,0,0,5,30,4,"Futbol"
17.1,3,2,1,0,5,38,4,"Futbol"
14.7,4,2,1,2,5,22,11,"Futbol"
17.2,4,2,1,0,5,25,6,"Futbol"
18.0,1,1,1,1,5,28,37,"Basketball"
15.4,1,4,1,2,5,21,61,"Basketball"
14.1,4,2,1,2,5,29,4,"Futbol"
14.0,3,1,0,2,5,32,18,"Futbol"
14.8,7,0,1,2,3,44,0,"Futbol"
15.5,4,1,1,2,3,26,50,"Basketball"
17.9,7,2,0,1,1,27,7,"Futbol"
16.6,1,1,0,3,5,18,54,"Basketball"
14.4,5,2,1,3,3,28,29,"Basketball"
13.8,3,1,1,2,3,48,29,"Futbol"
15.8,5,1,1,2,3,33,4,"Futbol"
14.7,7,6,1,2,3,28,48,"Basketball"
16.5,4,1,1,1,3,44,8,"Futbol"
15.5,2,1,1,2,3,47,38,"Basketball"
14.1,7,5,0,1,1,38,25,"Futbol"
14.4,4,1,0,2,5,24,45,"Basketball"
17.0,7,2,1,1,5,27,11,"Futbol"
18.9,3,1,0,0,4,46,28,"Futbol"
14.3,3,1,1,1,3,50,2,"Futbol"
14.9,3,2,0,1,5,23,55,"Basketball"
15.1,4,4,1,2,3,36,8,"Futbol"
17.9,3,2,1,3,3,24,12,"Futbol"
13.9,3,6,1,2,3,35,40,"Basketball"
14.2,2,1,1,1,3,37,18,"Futbol"
13.3,6,2,1,2,3,34,39,"Basketball"
17.3,4,1,1,2,1,48,4,"Futbol"
13.4,4,2,1,0,3,31,20,"Futbol"
18.3,5,1,1,0,3,50,43,"Basketball"
17.3,3,1,1,2,3,54,40,"Basketball"
18.3,4,1,0,0,3,40,0,"Futbol"
18.8,6,3,1,0,5,50,44,"Basketball"
15.4,4,2,1,2,5,24,29,"Basketball"
15.3,5,1,1,3,0,26,35,"Basketball"
14.0,4,1,1,2,3,33,23,"Basketball"
15.2,4,2,1,0,3,31,40,"Basketball"
18.5,3,3,1,0,5,27,48,"Basketball"
13.9,3,1,1,2,3,33,16,"Futbol"
16.7,1,1,1,3,5,19,59,"Basketball"
17.7,5,1,0,0,3,34,86,"Basketball"
13.1,4,5,1,1,3,55,27,"Futbol"
15.4,3,1,0,3,5,23,50,"Basketball"
16.4,4,1,0,1,3,37,0,"Futbol"
18.2,1,1,1,3,5,18,8,"Futbol"
13.6,3,5,0,3,5,18,5,"Futbol"
16.5,3,1,1,3,3,25,4,"Futbol"
19.0,7,4,1,1,4,26,33,"Basketball"
13.5,5,1,1,3,3,56,89,"Basketball"
16.7,1,2,0,2,1,35,23,"Futbol"
13.5,4,1,0,1,0,41,29,"Futbol"
13.5,4,2,0,0,5,50,4,"Futbol"
19.0,4,2,1,0,5,25,4,"Futbol"
13.8,3,1,0,3,3,39,1,"Futbol"
16.0,2,1,0,2,3,43,40,"Basketball"
16.0,4,1,1,2,1,61,7,"Futbol"
16.1,5,1,1,0,3,28,20,"Basketball"
16.4,4,1,0,0,3,24,48,"Basketball"
18.6,1,6,0,3,5,18,45,"Basketball"
17.9,5,2,1,0,3,30,8,"Futbol"
13.3,4,6,1,1,1,74,29,"Futbol"
14.1,4,1,1,1,1,46,45,"Basketball"
14.0,5,6,1,1,3,49,72,"Basketball"
14.0,4,6,1,2,5,34,20,"Futbol"
18.7,5,0,1,0,1,43,72,"Basketball"
18.8,4,1,1,1,3,28,3,"Futbol"
14.5,4,1,1,0,3,33,32,"Basketball"
16.0,1,1,1,2,1,44,8,"Futbol"
15.8,1,1,0,0,3,46,27,"Futbol"
18.7,3,1,0,3,5,17,34,"Basketball"
15.4,5,1,1,3,3,35,104,"Basketball"
18.8,4,1,0,1,6,55,44,"Basketball"
17.0,3,1,1,2,3,28,4,"Futbol"
15.4,4,6,1,2,3,44,54,"Basketball"
18.3,3,1,0,2,3,48,35,"Basketball"
13.7,3,1,0,3,5,24,23,"Basketball"
15.8,7,1,1,0,3,28,21,"Basketball"
18.7,7,1,1,2,1,33,5,"Futbol"
15.4,4,2,0,3,6,52,40,"Basketball"
15.8,4,5,1,2,5,32,4,"Futbol"
16.4,3,1,1,3,5,22,87,"Basketball"
16.7,5,4,0,2,5,24,7,"Futbol"
15.0,3,1,0,0,3,39,15,"Futbol"
13.2,3,1,0,0,4,27,7,"Futbol"
16.0,1,4,1,3,5,20,5,"Futbol"
16.0,4,1,1,2,3,47,2,"Futbol"
18.4,1,1,1,3,5,17,54,"Basketball"
16.6,5,2,0,2,3,46,19,"Futbol"
18.7,3,2,1,3,5,21,66,"Basketball"
15.6,3,6,0,2,0,30,13,"Futbol"
15.7,4,5,0,3,3,46,6,"Futbol"
14.3,1,6,0,2,5,22,54,"Basketball"
17.7,3,0,1,0,3,34,50,"Basketball"
16.2,1,2,1,0,3,36,32,"Basketball"
15.8,3,1,1,0,3,43,56,"Basketball"
15.1,5,1,1,2,3,54,39,"Basketball"
17.2,1,3,1,3,5,22,59,"Basketball"
17.1,5,2,1,0,5,23,29,"Basketball"
13.0,4,1,0,2,5,27,15,"Futbol"
18.9,5,1,0,2,3,27,40,"Basketball"
13.1,4,1,1,0,3,38,23,"Futbol"
16.5,4,1,0,2,5,26,19,"Basketball"
13.3,3,2,1,3,5,19,11,"Basketball"
17.0,3,2,1,3,5,19,12,"Basketball"
13.0,6,1,1,3,3,35,56,"Basketball"
18.1,4,2,1,0,3,38,51,"Basketball"
16.3,2,1,1,2,3,34,6,"Futbol"
14.7,5,2,1,1,3,33,58,"Basketball"
14.2,4,1,1,1,5,34,18,"Futbol"
14.2,3,1,1,1,3,33,5,"Futbol"
16.2,4,4,1,0,3,35,51,"Basketball"
16.6,3,4,1,0,3,36,8,"Futbol"
16.9,1,1,1,3,5,22,21,"Basketball"
15.2,5,4,1,2,3,40,40,"Basketball"
18.1,4,2,0,1,3,25,100,"Basketball"
16.1,4,1,0,3,5,28,50,"Basketball"
16.3,4,2,1,2,3,42,42,"Basketball"
17.8,5,1,1,2,5,32,35,"Basketball"
17.2,5,5,1,3,5,35,43,"Basketball"
18.7,7,1,1,2,5,40,37,"Basketball"
